城市,特征,重要性,更新时间
阜新,温度,0.5937,2026-04-15 13:41:29
阜新,风速,0.5559,2026-04-15 13:41:29
阜新,AQI_roll_mean_3,0.3863,2026-04-15 13:41:29
阜新,降水量,0.3545,2026-04-15 13:41:29
阜新,小时,0.3487,2026-04-15 13:41:29
阜新,AQI_lag_1,0.3205,2026-04-15 13:41:29
阜新,AQI_lag_2,0.2561,2026-04-15 13:41:29
阜阳,湿度,0.7018,2026-04-15 13:41:29
阜阳,温度,0.676,2026-04-15 13:41:29
阜阳,风速,0.5278,2026-04-15 13:41:29
阜阳,AQI_roll_mean_3,0.4939,2026-04-15 13:41:29
阜阳,AQI_lag_1,0.4697,2026-04-15 13:41:29
阜阳,小时,0.4568,2026-04-15 13:41:29
阜阳,AQI_lag_2,0.445,2026-04-15 13:41:29
阜阳,降水量,0.0518,2026-04-15 13:41:29
防城港,湿度,0.6872,2026-04-15 13:41:29
防城港,温度,0.6635,2026-04-15 13:41:29
防城港,风速,0.5044,2026-04-15 13:41:29
防城港,AQI_roll_mean_3,0.4494,2026-04-15 13:41:29
防城港,小时,0.4256,2026-04-15 13:41:29
防城港,AQI_lag_2,0.4127,2026-04-15 13:41:29
防城港,AQI_lag_1,0.3791,2026-04-15 13:41:29
防城港,工作日,0.061,2026-04-15 13:41:29
阳江,湿度,0.689,2026-04-15 13:41:29
阳江,温度,0.6732,2026-04-15 13:41:29
阳江,风速,0.5428,2026-04-15 13:41:29
阳江,AQI_roll_mean_3,0.4696,2026-04-15 13:41:29
阳江,小时,0.4014,2026-04-15 13:41:29
阳江,AQI_lag_1,0.4008,2026-04-15 13:41:29
阳江,AQI_lag_2,0.3689,2026-04-15 13:41:29
阳江,气压,0.0905,2026-04-15 13:41:29
阳泉,湿度,0.6966,2026-04-15 13:41:29
阳泉,温度,0.6752,2026-04-15 13:41:29
阳泉,风速,0.5335,2026-04-15 13:41:29
阳泉,AQI_roll_mean_3,0.4664,2026-04-15 13:41:29
阳泉,小时,0.437,2026-04-15 13:41:29
阳泉,AQI_lag_1,0.4297,2026-04-15 13:41:29
阳泉,AQI_lag_2,0.4079,2026-04-15 13:41:29
阳泉,降水量,0.2902,2026-04-15 13:41:29
阿克苏地区,温度,0.6555,2026-04-15 13:41:29
阿克苏地区,湿度,0.645,2026-04-15 13:41:29
阿克苏地区,风速,0.5325,2026-04-15 13:41:29
阿克苏地区,AQI_roll_mean_3,0.5222,2026-04-15 13:41:29
阿克苏地区,AQI_lag_1,0.4644,2026-04-15 13:41:29
阿克苏地区,AQI_lag_2,0.4378,2026-04-15 13:41:29
阿克苏地区,小时,0.36,2026-04-15 13:41:29
阿克苏地区,降水量,0.2773,2026-04-15 13:41:29
阿勒泰地区,温度,0.6578,2026-04-15 13:41:29
阿勒泰地区,湿度,0.6541,2026-04-15 13:41:29
阿勒泰地区,风速,0.5737,2026-04-15 13:41:29
阿勒泰地区,AQI_roll_mean_3,0.4719,2026-04-15 13:41:29
阿勒泰地区,小时,0.4269,2026-04-15 13:41:29
阿勒泰地区,AQI_lag_2,0.4169,2026-04-15 13:41:29
阿勒泰地区,降水量,0.3584,2026-04-15 13:41:29
阿勒泰地区,AQI_lag_1,0.3034,2026-04-15 13:41:29
阿坝藏族羌族自治州,湿度,0.6867,2026-04-15 13:41:29
阿坝藏族羌族自治州,温度,0.6595,2026-04-15 13:41:29
阿坝藏族羌族自治州,风速,0.5379,2026-04-15 13:41:29
阿坝藏族羌族自治州,AQI_roll_mean_3,0.506,2026-04-15 13:41:29
阿坝藏族羌族自治州,小时,0.4745,2026-04-15 13:41:29
阿坝藏族羌族自治州,AQI_lag_1,0.466,2026-04-15 13:41:29
阿坝藏族羌族自治州,AQI_lag_2,0.3735,2026-04-15 13:41:29
阿坝藏族羌族自治州,工作日,0.0579,2026-04-15 13:41:29
阿拉善盟,湿度,0.6898,2026-04-15 13:41:29
阿拉善盟,温度,0.6679,2026-04-15 13:41:29
阿拉善盟,风速,0.5145,2026-04-15 13:41:29
阿拉善盟,AQI_roll_mean_3,0.4484,2026-04-15 13:41:29
阿拉善盟,AQI_lag_1,0.4137,2026-04-15 13:41:29
阿拉善盟,小时,0.3884,2026-04-15 13:41:29
阿拉善盟,AQI_lag_2,0.3448,2026-04-15 13:41:29
阿拉善盟,降水量,0.2996,2026-04-15 13:41:29
阿里地区,湿度,0.647,2026-04-15 13:41:29
阿里地区,温度,0.6174,2026-04-15 13:41:29
阿里地区,风速,0.5309,2026-04-15 13:41:29
阿里地区,AQI_roll_mean_3,0.4529,2026-04-15 13:41:29
阿里地区,AQI_lag_1,0.4133,2026-04-15 13:41:29
阿里地区,小时,0.3783,2026-04-15 13:41:29
阿里地区,AQI_lag_2,0.3402,2026-04-15 13:41:29
阿里地区,气压,0.0198,2026-04-15 13:41:29
陇南,湿度,0.6884,2026-04-15 13:41:29
陇南,温度,0.6409,2026-04-15 13:41:29
陇南,风速,0.616,2026-04-15 13:41:29
陇南,AQI_roll_mean_3,0.464,2026-04-15 13:41:29
陇南,小时,0.4353,2026-04-15 13:41:29
陇南,AQI_lag_1,0.4123,2026-04-15 13:41:29
陇南,AQI_lag_2,0.3904,2026-04-15 13:41:29
陇南,气压,0.0594,2026-04-15 13:41:29
随州,湿度,0.6756,2026-04-15 13:41:29
随州,温度,0.6621,2026-04-15 13:41:29
随州,风速,0.5392,2026-04-15 13:41:29
随州,小时,0.4946,2026-04-15 13:41:29
随州,AQI_roll_mean_3,0.4782,2026-04-15 13:41:29
随州,AQI_lag_1,0.4448,2026-04-15 13:41:29
随州,AQI_lag_2,0.3996,2026-04-15 13:41:29
随州,降水量,0.0917,2026-04-15 13:41:29
雅安,湿度,0.7118,2026-04-15 13:41:29
雅安,温度,0.6953,2026-04-15 13:41:29
雅安,风速,0.5236,2026-04-15 13:41:29
雅安,AQI_roll_mean_3,0.4792,2026-04-15 13:41:29
雅安,AQI_lag_1,0.4497,2026-04-15 13:41:29
雅安,小时,0.4033,2026-04-15 13:41:29
雅安,AQI_lag_2,0.3474,2026-04-15 13:41:29
雅安,降水量,0.0991,2026-04-15 13:41:29
青岛,湿度,0.6705,2026-04-15 13:41:29
青岛,温度,0.6517,2026-04-15 13:41:29
青岛,风速,0.5124,2026-04-15 13:41:29
青岛,AQI_roll_mean_3,0.4704,2026-04-15 13:41:29
青岛,AQI_lag_1,0.4052,2026-04-15 13:41:29
青岛,AQI_lag_2,0.4019,2026-04-15 13:41:29
青岛,小时,0.3457,2026-04-15 13:41:29
青岛,工作日,0.0133,2026-04-15 13:41:29
鞍山,湿度,0.682,2026-04-15 13:41:29
鞍山,温度,0.6583,2026-04-15 13:41:29
鞍山,风速,0.5855,2026-04-15 13:41:29
鞍山,AQI_roll_mean_3,0.4907,2026-04-15 13:41:29
鞍山,AQI_lag_1,0.4869,2026-04-15 13:41:29
鞍山,小时,0.4114,2026-04-15 13:41:29
鞍山,AQI_lag_2,0.3821,2026-04-15 13:41:29
鞍山,降水量,0.3117,2026-04-15 13:41:29
韶关,温度,0.6656,2026-04-15 13:41:29
韶关,湿度,0.659,2026-04-15 13:41:29
韶关,风速,0.5551,2026-04-15 13:41:29
韶关,AQI_roll_mean_3,0.5071,2026-04-15 13:41:29
韶关,AQI_lag_1,0.4332,2026-04-15 13:41:29
韶关,小时,0.4298,2026-04-15 13:41:29
韶关,AQI_lag_2,0.4223,2026-04-15 13:41:29
韶关,降水量,0.1284,2026-04-15 13:41:29
马鞍山,湿度,0.7063,2026-04-15 13:41:29
马鞍山,温度,0.6699,2026-04-15 13:41:29
马鞍山,AQI_roll_mean_3,0.4914,2026-04-15 13:41:29
马鞍山,风速,0.4857,2026-04-15 13:41:29
马鞍山,AQI_lag_2,0.4004,2026-04-15 13:41:29
马鞍山,AQI_lag_1,0.3967,2026-04-15 13:41:29
马鞍山,小时,0.382,2026-04-15 13:41:29
马鞍山,气压,0.1139,2026-04-15 13:41:29
驻马店,湿度,0.6692,2026-04-15 13:41:29
驻马店,温度,0.6661,2026-04-15 13:41:29
驻马店,AQI_roll_mean_3,0.5132,2026-04-15 13:41:29
驻马店,风速,0.5056,2026-04-15 13:41:29
驻马店,AQI_lag_1,0.4184,2026-04-15 13:41:29
驻马店,AQI_lag_2,0.414,2026-04-15 13:41:29
驻马店,小时,0.3355,2026-04-15 13:41:29
驻马店,气压,0.0328,2026-04-15 13:41:29
鸡西,湿度,0.7354,2026-04-15 13:41:29
鸡西,温度,0.7054,2026-04-15 13:41:29
鸡西,风速,0.5619,2026-04-15 13:41:29
鸡西,AQI_lag_1,0.5028,2026-04-15 13:41:29
鸡西,AQI_roll_mean_3,0.4808,2026-04-15 13:41:29
鸡西,小时,0.4791,2026-04-15 13:41:29
鸡西,降水量,0.4296,2026-04-15 13:41:29
鸡西,AQI_lag_2,0.35,2026-04-15 13:41:29
鹤壁,湿度,0.6663,2026-04-15 13:41:29
鹤壁,温度,0.6494,2026-04-15 13:41:29
鹤壁,风速,0.5675,2026-04-15 13:41:29
鹤壁,AQI_roll_mean_3,0.4779,2026-04-15 13:41:29
鹤壁,AQI_lag_1,0.4087,2026-04-15 13:41:29
鹤壁,AQI_lag_2,0.3975,2026-04-15 13:41:29
鹤壁,小时,0.3959,2026-04-15 13:41:29
鹤壁,气压,0.0478,2026-04-15 13:41:29
鹤岗,湿度,0.6231,2026-04-15 13:41:29
鹤岗,温度,0.6145,2026-04-15 13:41:29
鹤岗,风速,0.5657,2026-04-15 13:41:29
鹤岗,降水量,0.4352,2026-04-15 13:41:29
鹤岗,AQI_roll_mean_3,0.4171,2026-04-15 13:41:29
鹤岗,AQI_lag_1,0.3322,2026-04-15 13:41:29
鹤岗,AQI_lag_2,0.3255,2026-04-15 13:41:29
鹤岗,小时,0.314,2026-04-15 13:41:29
鹰潭,湿度,0.688,2026-04-15 13:41:29
鹰潭,温度,0.6548,2026-04-15 13:41:29
鹰潭,风速,0.5781,2026-04-15 13:41:29
鹰潭,AQI_roll_mean_3,0.4337,2026-04-15 13:41:29
鹰潭,AQI_lag_1,0.4038,2026-04-15 13:41:29
鹰潭,小时,0.3619,2026-04-15 13:41:29
鹰潭,AQI_lag_2,0.3418,2026-04-15 13:41:29
鹰潭,工作日,0.0688,2026-04-15 13:41:29
黄冈,湿度,0.6334,2026-04-15 13:41:29
黄冈,温度,0.6032,2026-04-15 13:41:29
黄冈,风速,0.4792,2026-04-15 13:41:29
黄冈,AQI_roll_mean_3,0.4664,2026-04-15 13:41:29
黄冈,小时,0.4091,2026-04-15 13:41:29
黄冈,AQI_lag_1,0.3736,2026-04-15 13:41:29
黄冈,AQI_lag_2,0.3165,2026-04-15 13:41:29
黄冈,气压,0.0351,2026-04-15 13:41:29
黄南藏族自治州,湿度,0.7014,2026-04-15 13:41:29
黄南藏族自治州,温度,0.6695,2026-04-15 13:41:29
黄南藏族自治州,风速,0.5978,2026-04-15 13:41:29
黄南藏族自治州,AQI_lag_1,0.489,2026-04-15 13:41:29
黄南藏族自治州,AQI_roll_mean_3,0.4659,2026-04-15 13:41:29
黄南藏族自治州,小时,0.3953,2026-04-15 13:41:29
黄南藏族自治州,AQI_lag_2,0.3385,2026-04-15 13:41:29
黄南藏族自治州,降水量,0.1001,2026-04-15 13:41:29
黄山,湿度,0.6911,2026-04-15 13:41:29
黄山,温度,0.6748,2026-04-15 13:41:29
黄山,风速,0.519,2026-04-15 13:41:29
黄山,AQI_roll_mean_3,0.4878,2026-04-15 13:41:29
黄山,AQI_lag_2,0.4408,2026-04-15 13:41:29
黄山,小时,0.4189,2026-04-15 13:41:29
黄山,AQI_lag_1,0.4093,2026-04-15 13:41:29
黄山,气压,0.0599,2026-04-15 13:41:29
黄石,湿度,0.6844,2026-04-15 13:41:29
黄石,温度,0.6609,2026-04-15 13:41:29
黄石,风速,0.571,2026-04-15 13:41:29
黄石,AQI_roll_mean_3,0.4941,2026-04-15 13:41:29
黄石,AQI_lag_1,0.4355,2026-04-15 13:41:29
黄石,AQI_lag_2,0.3972,2026-04-15 13:41:29
黄石,小时,0.3435,2026-04-15 13:41:29
黄石,工作日,0.1039,2026-04-15 13:41:29
黑河,湿度,0.7272,2026-04-15 13:41:29
黑河,温度,0.7046,2026-04-15 13:41:29
黑河,AQI_roll_mean_3,0.5343,2026-04-15 13:41:29
黑河,风速,0.5242,2026-04-15 13:41:29
黑河,AQI_lag_2,0.4908,2026-04-15 13:41:29
黑河,AQI_lag_1,0.4758,2026-04-15 13:41:29
黑河,小时,0.4433,2026-04-15 13:41:29
黑河,降水量,0.3917,2026-04-15 13:41:29
黔东南苗族侗族自治州,湿度,0.6701,2026-04-15 13:41:29
黔东南苗族侗族自治州,温度,0.6389,2026-04-15 13:41:29
黔东南苗族侗族自治州,风速,0.567,2026-04-15 13:41:29
黔东南苗族侗族自治州,AQI_roll_mean_3,0.4902,2026-04-15 13:41:29
黔东南苗族侗族自治州,AQI_lag_1,0.4227,2026-04-15 13:41:29
黔东南苗族侗族自治州,AQI_lag_2,0.3797,2026-04-15 13:41:29
黔东南苗族侗族自治州,小时,0.3451,2026-04-15 13:41:29
黔东南苗族侗族自治州,气压,0.1329,2026-04-15 13:41:29
黔南布依族苗族自治州,湿度,0.6979,2026-04-15 13:41:29
黔南布依族苗族自治州,温度,0.6701,2026-04-15 13:41:29
黔南布依族苗族自治州,风速,0.6243,2026-04-15 13:41:29
黔南布依族苗族自治州,AQI_roll_mean_3,0.4962,2026-04-15 13:41:29
黔南布依族苗族自治州,小时,0.4559,2026-04-15 13:41:29
黔南布依族苗族自治州,AQI_lag_1,0.4405,2026-04-15 13:41:29
黔南布依族苗族自治州,AQI_lag_2,0.3881,2026-04-15 13:41:29
黔南布依族苗族自治州,工作日,0.1195,2026-04-15 13:41:29
黔西南布依族苗族自治州,湿度,0.6751,2026-04-15 13:41:29
黔西南布依族苗族自治州,温度,0.6335,2026-04-15 13:41:29
黔西南布依族苗族自治州,风速,0.5634,2026-04-15 13:41:29
黔西南布依族苗族自治州,AQI_roll_mean_3,0.4257,2026-04-15 13:41:29
黔西南布依族苗族自治州,小时,0.4058,2026-04-15 13:41:29
黔西南布依族苗族自治州,AQI_lag_2,0.383,2026-04-15 13:41:29
黔西南布依族苗族自治州,AQI_lag_1,0.3715,2026-04-15 13:41:29
黔西南布依族苗族自治州,降水量,0.0223,2026-04-15 13:41:29
齐齐哈尔,湿度,0.661,2026-04-15 13:41:29
齐齐哈尔,温度,0.6429,2026-04-15 13:41:29
齐齐哈尔,风速,0.4742,2026-04-15 13:41:29
齐齐哈尔,AQI_roll_mean_3,0.4594,2026-04-15 13:41:29
齐齐哈尔,降水量,0.4123,2026-04-15 13:41:29
齐齐哈尔,小时,0.3904,2026-04-15 13:41:29
齐齐哈尔,AQI_lag_1,0.3801,2026-04-15 13:41:29
齐齐哈尔,AQI_lag_2,0.3213,2026-04-15 13:41:29
龙岩,湿度,0.6764,2026-04-15 13:41:29
龙岩,温度,0.6493,2026-04-15 13:41:29
龙岩,风速,0.5515,2026-04-15 13:41:29
龙岩,AQI_roll_mean_3,0.4402,2026-04-15 13:41:29
龙岩,小时,0.4389,2026-04-15 13:41:29
龙岩,AQI_lag_1,0.3846,2026-04-15 13:41:29
龙岩,AQI_lag_2,0.2919,2026-04-15 13:41:29
龙岩,气压,0.0589,2026-04-15 13:41:29
